model	flesch_reading_ease	flesch_kincaid_grade	gunning_fog_index	smog_index	dale_chall_score	total_errors	error_rate	perplexity
textrank	69.73129508196725	9.594852459016394	11.727213114754099	9.888512548439397	10.80034655737705	8	0.064	24.712989807128906
bart	37.48446601941748	11.686435506241335	14.817753120665742	13.484332010920856	13.104483911234398	4	0.03773584905660377	73.76428985595703
