model	flesch_reading_ease	flesch_kincaid_grade	gunning_fog_index	smog_index	dale_chall_score	total_errors	error_rate	perplexity
textrank	47.943052631578965	15.068467836257312	19.060116959064327	15.6451	11.98124105263158	10	0.056818181818181816	27.616226196289062
bart	43.70875000000001	10.08186170212766	14.061702127659576	13.023866798666859	11.946321276595745	0	0.0	65.83460998535156
