model	flesch_reading_ease	flesch_kincaid_grade	gunning_fog_index	smog_index	dale_chall_score	total_errors	error_rate	perplexity
textrank	8.621325581395354	20.60274418604651	24.225116279069766	20.267338824336647	12.962333023255814	1	0.005813953488372093	37.47735595703125
bart	32.36196969696971	12.38909090909091	15.866666666666667	14.554592549557764	12.258966666666668	0	0.0	106.27088165283203
