model	flesch_reading_ease	flesch_kincaid_grade	gunning_fog_index	smog_index	dale_chall_score	total_errors	error_rate	perplexity
textrank	46.410000000000025	12.748333333333335	15.600000000000001	14.265292616868656	12.985066666666667	8	0.06349206349206349	48.298439025878906
bart	32.46720695970697	12.498626373626376	15.297435897435898	13.81666964889586	13.932173260073261	4	0.04395604395604396	206.10275268554688
