model	flesch_reading_ease	flesch_kincaid_grade	gunning_fog_index	smog_index	dale_chall_score	total_errors	error_rate	perplexity
textrank	29.093870967741964	16.90258064516129	19.883870967741938	17.122413403193683	13.73126129032258	9	0.05660377358490566	33.65806579589844
bart	28.458703296703334	13.811296703296705	16.950329670329673	15.112257680678326	14.169384835164836	11	0.060109289617486336	38.82794952392578
